-2.336439650972942095e-02,-2.654168848871478470e-02,-3.713899668505961371e-02,-5.836965580957455962e-02,-3.713899668505962065e-02,-3.713899668505961371e-02,1.068258066078748778e-02,3.724187479222045710e-02,1.341260711034239321e-02,-6.819646811673582554e-02,-3.713899668505962759e-02,-1.369879928066166340e-02,-3.966473622896099505e-02,-2.880643555838554096e-02,-3.713899668505963453e-02,-3.713899668505960677e-02,-6.625588841823952524e-02,-2.871274439943646839e-02,1.283630690529424107e-02,-3.713899668505962759e-02
9.164813567871011452e-03,-1.472319383294345280e-02,3.724187479222044322e-02,-4.089174483133111576e-02,3.724187479222045016e-02,-3.713899668505961371e-02,9.088268537491502735e-03,-3.713899668505962759e-02,1.317581994449782724e-02,8.561651431569363563e-03,3.724187479222045710e-02,2.648282682653882274e-03,7.557384860909848942e-03,-1.414721330612719874e-02,3.724187479222046404e-02,3.724187479222043629e-02,3.371386934867042634e-02,-8.925652446510933327e-03,4.074773647329932302e-02,-3.713899668505962759e-02
3.816899928732239017e-02,-1.481980918477961671e-02,-3.713899668505961371e-02,-1.347656125947756765e-02,3.724187479222045016e-02,-3.713899668505961371e-02,2.309696882474550003e-02,-3.713899668505962759e-02,3.063654977508524849e-02,7.080353436981316750e-03,3.724187479222045710e-02,-9.529571845813270686e-03,-1.230328363324969046e-02,-2.907042874145926523e-03,3.724187479222046404e-02,3.724187479222043629e-02,4.249646529325076111e-03,6.771070473607075646e-02,1.122916622558229986e-02,-3.713899668505962759e-02
3.041875070299615916e-02,-4.810260003665076112e-02,-3.713899668505961371e-02,-3.138071523301389637e-02,-3.713899668505962065e-02,-3.713899668505961371e-02,1.470797045292835531e-02,-3.713899668505962759e-02,-1.694626490816470007e-03,-4.441393295544035502e-02,-3.713899668505962759e-02,-1.758022250756028845e-02,-3.346822963187115474e-02,-5.809555683096660067e-02,-3.713899668505963453e-02,-3.713899668505960677e-02,-8.706071096486184269e-02,-5.334429252327502549e-03,-7.589158384777279845e-03,3.724187479222045710e-02
-2.081750085267481537e-02,-5.879856464067342164e-02,-3.713899668505961371e-02,-2.064983970810141053e-02,-3.713899668505962065e-02,-3.713899668505961371e-02,-7.415697288601219572e-02,-3.713899668505962759e-02,-4.234308982855334441e-02,-3.342975132560328105e-02,-3.713899668505962759e-02,4.391424211751755735e-02,-3.280624412223898893e-03,-1.693865569531162116e-02,3.724187479222046404e-02,-3.713899668505960677e-02,1.489204824054716526e-02,9.845043151161856840e-03,-2.614222283767864835e-02,3.724187479222045710e-02
4.617785372374562727e-03,-4.424705140492786459e-02,-3.713899668505961371e-02,-3.620072536646806033e-02,-3.713899668505962065e-02,-3.713899668505961371e-02,-3.838751836970733661e-02,-3.713899668505962759e-02,-2.040718048541748444e-02,-2.807388569731522621e-02,3.724187479222045710e-02,-4.966020240487958870e-02,-2.543766313012382763e-02,-9.350234183847063243e-03,-3.713899668505963453e-02,3.724187479222043629e-02,-7.156878812709473701e-03,-5.674035181637689801e-02,-3.905303983230817670e-03,-3.713899668505962759e-02
2.367078975832076493e-02,-5.262663107979191623e-02,3.724187479222044322e-02,5.333127006063267256e-02,-3.713899668505962065e-02,3.724187479222044322e-02,-3.946140348537522519e-02,-3.713899668505962759e-02,-2.983513101320577759e-02,4.693326109617813185e-02,3.724187479222045710e-02,1.706792858890270048e-02,-4.357884710104847903e-02,-1.427648980882521845e-02,-3.713899668505963453e-02,3.724187479222043629e-02,-6.651295947792013052e-03,-3.594740986619134743e-02,-3.653134892528211758e-04,3.724187479222045710e-02
3.636223873509183274e-02,-6.338184165431176575e-02,-3.713899668505961371e-02,-9.717424746185067408e-03,3.724187479222045016e-02,3.724187479222044322e-02,5.327579369958179711e-02,-3.713899668505962759e-02,6.406737322067934670e-02,-8.266924640592598157e-05,-3.713899668505962759e-02,3.518518901222121575e-02,-6.507289241771528621e-02,2.693817794348078460e-03,3.724187479222046404e-02,3.724187479222043629e-02,-6.305309320870494671e-02,4.478844965857856075e-02,7.003357530980972023e-02,3.724187479222045710e-02
3.288519819376864439e-02,-7.934343306770530804e-03,-3.713899668505961371e-02,-1.820540885550760851e-02,3.724187479222045016e-02,-3.713899668505961371e-02,6.518494945436364985e-02,3.724187479222045710e-02,4.804150199762303314e-02,-2.995308983126262689e-02,3.724187479222045710e-02,4.016617461783960133e-03,-2.885102578097012080e-02,-6.730659899287718892e-03,3.724187479222046404e-02,3.724187479222043629e-02,-3.458941643427454644e-03,1.094004154847354610e-01,7.663000469899472304e-03,-3.713899668505962759e-02
-2.283651580087785876e-02,-2.071087912445277596e-02,3.724187479222044322e-02,-2.101831313648275593e-02,-3.713899668505962065e-02,3.724187479222044322e-02,-2.010229171941889728e-02,3.724187479222045710e-02,-1.586307313668419011e-02,-2.967345112206394575e-02,-3.713899668505962759e-02,-9.702544415765183144e-03,8.874475737000411812e-03,-6.420613106935860702e-03,-3.713899668505963453e-02,-3.713899668505960677e-02,-1.719283969600343535e-04,-3.225409482412182338e-02,-3.599098017581436968e-03,3.724187479222045710e-02
