data,num_file,L0,L2,Epsilon,RL_iters,RL_rewards,RL_nnz,RL_OG,MF_iters,MF_rewards,MF_nnz,MF_OG,R_iters,R_rewards,R_nnz,R_OG
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_476.csv,0,0.07028133757161258,0.0,0.9774081302912798,492,-491,5,-0.004752964725690994,489,-488,5,-0.004752964725690994,343,-342,4,0.0
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_62.csv,1,0.06711068232771038,0.0,0.964976417332823,32,-31,5,-0.007178941153164911,31,-30,5,-0.007178941153164911,978,-977,5,0.0
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_215.csv,2,0.06582088478991191,0.0,0.9527028240812648,29,-28,5,-0.0046410935207757496,28,-27,5,-0.0046410935207757496,1000,-999,5,1.2577517675573813
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_487.csv,3,0.06497607618133067,0.0,0.9405853394025165,32,-31,5,-0.009412504825703253,31,-30,5,-0.009412504825703253,909,-908,5,0.0
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_431.csv,4,0.06560624360620772,0.0,0.9286219777422252,34,-33,5,-0.021785947398062323,30,-29,5,-0.021785947398062323,1000,-999,4,0.042920226198995055
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_121.csv,5,0.06572931582923644,0.0,0.9168107788004223,560,-559,5,-0.004776338574142307,522,-521,5,-0.004776338574142307,722,-721,5,0.0
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_28.csv,6,0.06762948817756641,0.0,0.9051498072103156,33,-32,5,-0.006081522946537514,31,-30,5,-0.002028913644586772,397,-396,4,0.0
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_149.csv,7,0.06727447715391303,0.0,0.893637152221158,493,-492,5,-0.003340735216137122,452,-451,5,-0.003340735216137122,758,-757,6,0.0
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_428.csv,8,0.06844642555588042,0.0,0.8822709273851568,33,-32,5,-0.002602134341065417,31,-30,5,-0.002602134341065417,1000,-999,7,0.0
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_196.csv,9,0.07119369590845841,0.0,0.8710492702483629,427,-426,3,0.0,377,-376,3,0.0,1000,-999,4,0.23218229567000853
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_306.csv,10,0.06761820571723891,0.0,0.8599703420454906,32,-31,5,-0.0009273124929166932,29,-28,5,-0.0009273124929166932,1000,-999,5,1.0024782713020945
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_392.csv,11,0.06302498503270607,0.0,0.8490323273986208,45,-44,5,-0.021365914876048213,30,-29,5,-0.021365914876048213,553,-552,6,0.0
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_204.csv,12,0.06591247089965888,0.0,0.8382334340197369,43,-42,5,-0.01962028539885698,30,-29,5,-0.01962028539885698,353,-352,3,0.0
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_236.csv,13,0.0640334445575499,0.0,0.8275718924170403,42,-41,5,-0.013993152635806591,31,-30,5,-0.013993152635806591,1000,-999,5,0.5886806136326249
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_93.csv,14,0.06426312437483432,0.0,0.8170459556050057,43,-42,5,-0.010307683521690859,30,-29,5,-0.010307683521690859,364,-363,6,0.0
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_379.csv,15,0.06360814255964586,0.0,0.8066538988181217,43,-42,5,-0.028606203589286328,28,-27,5,-0.02334479735191749,1000,-999,5,0.38924643682230586
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_399.csv,16,0.06592449298184494,0.0,0.7963940192282739,64,-63,5,-0.027414876707893228,28,-27,5,-0.027414876707893228,1000,-999,5,0.41314552289648326
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_12.csv,17,0.06457744288465926,0.0,0.7862646356657214,62,-61,5,-0.00919486364756077,30,-29,5,-0.00919486364756077,1000,-999,5,0.38370480945485164
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_429.csv,18,0.06640725542978089,0.0,0.7762640883436226,66,-65,5,-0.002854010556379042,30,-29,5,-0.0018499309268638045,289,-288,5,0.0
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_113.csv,19,0.06596339663362162,0.0,0.7663907385860653,34,-33,5,-0.018766235809408456,28,-27,5,-0.018766235809408456,1000,-999,5,0.6922195324890164
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_233.csv,20,0.06900190385513714,0.0,0.7566429685595547,1000,-999,5,0.020383579290608498,900,-899,4,-0.0006460249492840568,921,-920,5,0.0
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_364.csv,21,0.0670845487319813,0.0,0.7470191810079172,106,-105,5,-0.004886709244141105,31,-30,5,-0.004886709244141105,648,-647,5,0.0
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_320.csv,22,0.06666493819353361,0.0,0.7375177989905772,58,-57,5,-0.007758889946951249,31,-30,5,-0.007758889946951249,861,-860,5,0.0
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_138.csv,23,0.06553338297486962,0.0,0.7281372656241614,43,-42,5,-0.003984514795943883,26,-25,5,-0.003984514795943883,309,-308,5,0.0
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_345.csv,24,0.06151599085011168,0.0,0.71887604382739,106,-105,5,-0.023701556320257118,31,-30,5,-0.023701556320257118,924,-923,5,0.0
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_355.csv,25,0.06679731942068036,0.0,0.7097326160692131,54,-53,5,-0.012432402310813903,30,-29,5,-0.012432402310813903,1000,-999,4,0.11845465911365922
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_82.csv,26,0.06601788446571125,0.0,0.7007054841201497,60,-59,5,-0.020636568177630172,27,-26,5,-0.007844250250320022,414,-413,5,0.0
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_477.csv,27,0.06527747082854245,0.0,0.6917931688067901,47,-46,5,-0.007354447237835515,30,-29,5,-0.007354447237835515,315,-314,6,0.0
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_246.csv,28,0.06198837997875169,0.0,0.682994209769418,68,-67,5,-0.03263333387797263,31,-30,5,-0.03263333387797263,957,-956,5,0.0
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_189.csv,29,0.0665115829835147,0.0,0.6743071652227244,33,-32,5,-0.002000099846529747,27,-26,5,-0.002000099846529747,1000,-999,5,0.21749758847451015
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_278.csv,30,0.06316679447730225,0.0,0.6657306117195513,46,-45,5,-0.003423652136397548,31,-30,5,-0.003423652136397548,649,-648,5,0.0
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_275.csv,31,0.06731683007254798,0.0,0.6572631439176526,66,-65,5,-0.016643033976714443,31,-30,5,-0.01317620779377789,1000,-999,5,0.60756134887547
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_463.csv,32,0.06325747981900831,0.0,0.6489033743494148,72,-71,5,-0.01982437009445674,31,-30,5,-0.01982437009445674,1000,-999,5,0.7350885846820404
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_154.csv,33,0.06633114208126997,0.0,0.6406499331945089,688,-687,5,-0.00701317744937955,446,-445,5,-0.00701317744937955,963,-962,5,0.0
