data,num_file,L0,L2,Epsilon,RL_iters,RL_rewards,RL_nnz,RL_OG,MF_iters,MF_nnz,MF_OG
x_gen_syn_n3_p100_corr0.5_snr5.0_seed2022_3.csv,0,0.015896934812936952,0.0,0.9742704375870277,456,-50,10,-0.03687061469678497,497,10,0.0
x_gen_syn_n3_p100_corr0.5_snr5.0_seed2022_16.csv,1,0.01667815995480312,0.0,0.9587907934909277,454,-69,10,-0.009547878868314864,444,10,-0.009547878868314864
x_gen_syn_n3_p100_corr0.5_snr5.0_seed2022_19.csv,2,0.016276645937897943,0.0,0.9435570968977977,1000,-56,10,0.02488832944497734,856,10,-0.025589939618169227
x_gen_syn_n3_p100_corr0.5_snr5.0_seed2022_15.csv,3,0.016997497965207272,0.0,0.9285654400838007,1000,-70,10,0.01575758894840983,568,10,-0.010734542230009712
x_gen_syn_n3_p100_corr0.5_snr5.0_seed2022_52.csv,4,0.016866406480484528,0.0,0.9138119774127631,299,-52,10,0.0,256,10,0.0
x_gen_syn_n3_p100_corr0.5_snr5.0_seed2022_20.csv,5,0.016190338246017757,0.0,0.8992929243496969,649,-62,10,-0.006417953662156032,538,10,-0.006417953662156032
x_gen_syn_n3_p100_corr0.5_snr5.0_seed2022_1.csv,6,0.017132143497534377,0.0,0.885004556489997,1000,-67,11,0.06558618443416357,1000,11,0.06558618443416357
x_gen_syn_n3_p100_corr0.5_snr5.0_seed2022_91.csv,7,0.016788178295382875,0.0,0.8709432086040634,316,-63,10,-0.004049906076422139,279,10,-0.004049906076422139
x_gen_syn_n3_p100_corr0.5_snr5.0_seed2022_94.csv,8,0.01631572194512394,0.0,0.8571052736971018,606,-58,10,-0.022005222040359238,499,10,-0.022005222040359238
x_gen_syn_n3_p100_corr0.5_snr5.0_seed2022_58.csv,9,0.016156911941704457,0.0,0.8434872020838632,1000,-64,11,0.06235046067503726,1000,11,0.06235046067503726
x_gen_syn_n3_p100_corr0.5_snr5.0_seed2022_23.csv,10,0.017024038428566046,0.0,0.8300855004780837,1000,-69,10,0.027814737921077082,580,10,8.777874184255361e-07
x_gen_syn_n3_p100_corr0.5_snr5.0_seed2022_66.csv,11,0.017972829729144223,0.0,0.8168967310963934,316,-58,10,-0.02180405660783826,256,10,-0.02180405660783826
x_gen_syn_n3_p100_corr0.5_snr5.0_seed2022_56.csv,12,0.016220008671172487,0.0,0.8039175107764602,525,-58,10,0.0,1000,11,0.06414944672566977
x_gen_syn_n3_p100_corr0.5_snr5.0_seed2022_46.csv,13,0.017055098231859765,0.0,0.7911445101091474,681,-61,10,-0.0013191623601854603,388,10,-0.004086838942112271
x_gen_syn_n3_p100_corr0.5_snr5.0_seed2022_81.csv,14,0.019663536509321174,0.0,0.7785744525844582,483,-70,10,-0.0031376913237626163,341,10,-0.0031376913237626163
x_gen_syn_n3_p100_corr0.5_snr5.0_seed2022_10.csv,15,0.01770057270530528,0.0,0.7662041137510512,511,-57,10,-0.012141516067909178,400,10,-0.006143483834185919
x_gen_syn_n3_p100_corr0.5_snr5.0_seed2022_51.csv,16,0.01748406557282639,0.0,0.7540303203891086,334,-63,10,-0.012139995296318633,268,10,-0.003981407094298896
x_gen_syn_n3_p100_corr0.5_snr5.0_seed2022_88.csv,17,0.01621583037319189,0.0,0.7420499496963469,299,-60,10,-0.013054091438741755,1000,11,0.06258376041656863
x_gen_syn_n3_p100_corr0.5_snr5.0_seed2022_8.csv,18,0.01583509946076934,0.0,0.7302599284869613,428,-68,10,-0.017106341793650337,291,10,-0.017106341793650337
x_gen_syn_n3_p100_corr0.5_snr5.0_seed2022_69.csv,19,0.015159826944737843,0.0,0.7186572324032964,395,-56,10,-0.012268943016288582,254,10,-0.03727117326849359
x_gen_syn_n3_p100_corr0.5_snr5.0_seed2022_26.csv,20,0.01617892526293598,0.0,0.7072388851400422,683,-61,10,-0.025892474951536654,425,10,-0.025892474951536654
x_gen_syn_n3_p100_corr0.5_snr5.0_seed2022_14.csv,21,0.018498180097106572,0.0,0.6960019576807581,902,-59,10,-0.021280332441457887,467,10,-0.021280332441457887
x_gen_syn_n3_p100_corr0.5_snr5.0_seed2022_30.csv,22,0.01717092469691937,0.0,0.6849435675465253,1000,-64,10,0.05619593425189556,741,10,-0.010577774650187003
x_gen_syn_n3_p100_corr0.5_snr5.0_seed2022_18.csv,23,0.016904946039161723,0.0,0.6740608780565385,225,-57,10,8.081041848563443e-08,315,10,8.081041848563443e-08
x_gen_syn_n3_p100_corr0.5_snr5.0_seed2022_62.csv,24,0.016616930865127357,0.0,0.6633510976004443,1000,-66,10,0.09160596270441514,1000,11,0.06407721604889029
x_gen_syn_n3_p100_corr0.5_snr5.0_seed2022_36.csv,25,0.01764076716135521,0.0,0.6528114789222423,1000,-60,11,0.15685886905084667,271,10,-0.01592222819876053
x_gen_syn_n3_p100_corr0.5_snr5.0_seed2022_29.csv,26,0.01576962407285524,0.0,0.6424393184155632,1000,-66,10,0.0823269463692691,1000,11,0.06541281598000226
x_gen_syn_n3_p100_corr0.5_snr5.0_seed2022_35.csv,27,0.015218517975425836,0.0,0.632231955430144,873,-57,10,0.0,1000,11,0.06164450813251014
x_gen_syn_n3_p100_corr0.5_snr5.0_seed2022_84.csv,28,0.017751943770904072,0.0,0.6221867715893216,1000,-64,10,0.057175697960056775,244,10,-0.012447468928247593
x_gen_syn_n3_p100_corr0.5_snr5.0_seed2022_42.csv,29,0.0178300574534164,0.0,0.612301190118372,1000,-66,10,0.04391511255676087,1000,11,0.06302575394160069
x_gen_syn_n3_p100_corr0.5_snr5.0_seed2022_93.csv,30,0.016761144580596146,0.0,0.6025726751835193,1000,-60,10,0.004082986479717473,522,10,0.0
x_gen_syn_n3_p100_corr0.5_snr5.0_seed2022_82.csv,31,0.016824167234717188,0.0,0.5929987312414478,1000,-65,10,0.058399241772392196,241,10,-0.01530740909235918
