data,num_file,L0,L2,epsilon,RL_iters,RL_rewards,RL_NNZ,RL_OG,MF_iters,MF_rewards,MF_NNZ,MF_OG
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_185.csv,0,0.004555611025503187,0.0,0.9588176803406833,108,-107,1,0.0,108,-107,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_126.csv,1,0.004546713318628361,0.0,0.9286175193271592,16,-15,1,0.0,16,-15,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_10.csv,2,0.004576873130689156,0.0,0.8993685816211985,57,-56,1,0.0,56,-55,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_164.csv,3,0.004562428653840806,0.0,0.8710409062639667,111,-110,2,0.0,116,-115,2,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_107.csv,4,0.0045700765063322055,0.0,0.8436054759857192,41,-40,1,0.0,179,-178,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_80.csv,5,0.004569542466008257,0.0,0.817034187482147,57,-56,1,0.0,65,-64,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_125.csv,6,0.004527054725218839,0.0,0.7912998226269359,77,-76,1,0.0,116,-115,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_25.csv,7,0.004535746475905799,0.0,0.766376020591063,41,-40,1,0.0,94,-93,2,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_95.csv,8,0.00456190166686188,0.0,0.7422372508402482,89,-88,1,0.0,86,-85,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_233.csv,9,0.004565188772696409,0.0,0.7188587869829213,40,-39,1,0.0,264,-263,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_203.csv,10,0.004560647392081409,0.0,0.6962166814419001,40,-39,1,0.0,47,-46,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_199.csv,11,0.004612815822063339,0.0,0.6742877409238496,42,-41,1,0.0,65,-64,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_75.csv,12,0.004596324580000487,0.0,0.6530495026613788,23,-22,1,0.0,96,-95,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_82.csv,13,0.004568546031900023,0.0,0.6324802114034543,27,-26,1,0.0,88,-87,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_116.csv,14,0.004575858225682429,0.0,0.6125587971305506,51,-50,1,0.0,103,-102,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_235.csv,15,0.004546936797256335,0.0,0.5932648534717104,26,-25,1,0.0,22,-21,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_213.csv,16,0.004565507111535481,0.0,0.5745786168014146,49,-48,1,0.0,157,-156,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_110.csv,17,0.004584505549439914,0.0,0.5564809459948388,46,-45,1,0.0,76,-75,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_86.csv,18,0.004565446420848822,0.0,0.5389533028207684,72,-71,1,0.0,48,-47,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_243.csv,19,0.004559842294709181,0.0,0.5219777329520796,97,-96,1,0.0,121,-120,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_61.csv,20,0.004547061349553972,0.0,0.5055368475743444,116,-115,1,0.0,115,-114,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_106.csv,21,0.00460366763311833,0.0,0.48961380557371137,50,-49,1,0.0,34,-33,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_220.csv,22,0.004592425292365658,0.0,0.47419229628581827,57,-56,1,0.0,43,-42,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_154.csv,23,0.004575512492326831,0.0,0.4592565227880705,73,-72,1,0.0,118,-117,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_193.csv,24,0.004554946026532369,0.0,0.4447911857181676,27,-26,1,0.0,24,-23,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_177.csv,25,0.004584001361102382,0.0,0.4307814676022983,25,-24,1,0.0,57,-56,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_56.csv,26,0.004530186302329213,0.0,0.4172130176769606,31,-30,1,0.0,259,-258,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_19.csv,27,0.004556636582056726,0.0,0.4040719371888484,72,-71,1,0.0,117,-116,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_153.csv,28,0.004538762183015914,0.0,0.39134476515775535,72,-71,1,0.0,176,-175,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_98.csv,29,0.00458258411641115,0.0,0.37901846458790733,57,-56,1,0.0,49,-48,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_246.csv,30,0.004547122013666173,0.0,0.36708040911360046,114,-113,1,0.0,164,-163,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_227.csv,31,0.004599444527692073,0.0,0.3555183700654659,44,-43,1,0.0,47,-46,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_117.csv,32,0.004576192695920118,0.0,0.3443205039441115,141,-140,1,0.0,47,-46,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_234.csv,33,0.004524442690098629,0.0,0.3334753402883111,59,-58,1,0.0,84,-83,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_179.csv,34,0.004568309569625829,0.0,0.3229717699253115,100,-99,1,0.0,86,-85,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_39.csv,35,0.004502764974220583,0.0,0.3127990335912242,66,-65,1,0.0,90,-89,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_31.csv,36,0.004555066115474524,0.0,0.3029467109098434,62,-61,1,0.0,82,-81,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_144.csv,37,0.0045624742041668566,0.0,0.29340470971860155,44,-43,1,0.0,58,-57,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_196.csv,38,0.004558750620393971,0.0,0.2841632557307282,61,-60,1,0.0,112,-111,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_59.csv,39,0.004565814210987608,0.0,0.2752128825230234,100,-99,1,0.0,212,-211,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_202.csv,40,0.004562375056815503,0.0,0.26654442183898786,93,-92,1,0.0,127,-126,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_171.csv,41,0.004580639112221143,0.0,0.2581489941973809,102,-101,1,0.0,92,-91,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_138.csv,42,0.004566937575827941,0.0,0.250017999796579,120,-119,1,0.0,219,-218,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_186.csv,43,0.004584645732886725,0.0,0.2421431097054274,79,-78,1,0.0,48,-47,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_34.csv,44,0.004566331891128775,0.0,0.2345162573315528,57,-56,1,0.0,95,-94,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_216.csv,45,0.004532995225326371,0.0,0.22712963015840198,95,-94,1,0.0,115,-114,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_1.csv,46,0.0045385523239720015,0.0,0.21997566174254163,47,-46,1,0.0,72,-71,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_141.csv,47,0.004571429836054265,0.0,0.21304702396302067,54,-53,1,0.0,75,-74,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_71.csv,48,0.004585879574571713,0.0,0.20633661951485793,72,-71,1,0.0,189,-188,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_53.csv,49,0.004537261815986908,0.0,0.1998375746389636,50,-49,1,0.0,42,-41,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_60.csv,50,0.004571539124424969,0.0,0.19354323208104962,56,-55,1,0.0,90,-89,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_100.csv,51,0.004534023710084746,0.0,0.18744714427231354,115,-114,1,0.0,165,-164,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_169.csv,52,0.0045778828733103166,0.0,0.18154306672491421,49,-48,1,0.0,199,-198,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_148.csv,53,0.004553172176699264,0.0,0.17582495163547077,46,-45,1,0.0,105,-104,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_8.csv,54,0.004543673064906063,0.0,0.17028694169003508,36,-35,1,0.0,193,-192,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_3.csv,55,0.004560297503624967,0.0,0.16492336406419061,61,-60,1,0.0,106,-105,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_111.csv,56,0.004563703370145224,0.0,0.15972872461213045,33,-32,1,0.0,170,-169,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_129.csv,57,0.004595360056441763,0.0,0.15469770223876647,86,-85,1,0.0,177,-176,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_78.csv,58,0.00453301243675683,0.0,0.14982514344909878,65,-64,1,0.0,85,-84,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_50.csv,59,0.004557423117412709,0.0,0.14510605706926763,109,-108,1,0.0,114,-113,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_178.csv,60,0.00457482506539642,0.0,0.14053560913387672,55,-54,1,0.0,77,-76,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_187.csv,61,0.004613504555997382,0.0,0.13610911793435218,127,-126,1,-0.8419752906650397,78,-77,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_205.csv,62,0.004576295650449459,0.0,0.13182204922326468,72,-71,1,0.0,61,-60,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_108.csv,63,0.004562501906885432,0.0,0.12767001156970312,71,-70,1,0.0,59,-58,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_159.csv,64,0.004585271294531299,0.0,0.12364875186094029,93,-92,1,0.0,30,-29,2,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_174.csv,65,0.004554838800815425,0.0,0.11975415094578534,32,-31,1,0.0,152,-151,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_172.csv,66,0.004572728786590587,0.0,0.11598221941515749,72,-71,1,0.0,55,-54,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_17.csv,67,0.00454494231304198,0.0,0.11232909351556097,48,-47,1,0.0,67,-66,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_66.csv,68,0.004565232277485529,0.0,0.10879103119127459,41,-40,1,-0.7736763547295952,178,-177,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_23.csv,69,0.0045372490279078,0.0,0.10536440825120078,114,-113,1,0.0,106,-105,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_118.csv,70,0.004526565265629007,0.0,0.10204571465644949,56,-55,1,0.0,60,-59,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_4.csv,71,0.004588034632472197,0.0,0.09883155092485262,114,-113,1,0.0,84,-83,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_40.csv,72,0.004540853081710994,0.0,0.0957186246487265,107,-106,1,0.0,236,-235,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_15.csv,73,0.004561779052257849,0.0,0.09270374712231563,44,-43,1,0.0,16,-15,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_217.csv,74,0.004556423931968144,0.0,0.08978383007546258,128,-127,1,0.0,92,-91,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_79.csv,75,0.004545378106969666,0.0,0.0869558825101586,147,-146,1,0.0,165,-164,2,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_68.csv,76,0.004538162747412751,0.0,0.08421700763673458,57,-56,1,0.0,133,-132,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_215.csv,77,0.004581163620699143,0.0,0.08156439990655295,72,-71,1,0.0,123,-122,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_204.csv,78,0.004550427823055143,0.0,0.07899534213816255,47,-46,1,-0.7707455884319522,80,-79,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_112.csv,79,0.004591972710030765,0.0,0.07650720273397131,45,-44,1,0.0,128,-127,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_168.csv,80,0.004572580052532609,0.0,0.07409743298458665,48,-47,1,0.0,85,-84,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_133.csv,81,0.004547908481351007,0.0,0.07176356445806113,31,-30,1,0.0,67,-66,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_72.csv,82,0.004544014933428095,0.0,0.06950320647137102,71,-70,1,0.0,78,-77,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_229.csv,83,0.004575695474002369,0.0,0.06731404364153491,55,-54,1,0.0,74,-73,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_62.csv,84,0.004594376526524219,0.0,0.06519383351386668,49,-48,1,-0.7943670079875658,177,-176,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_210.csv,85,0.004561915495005854,0.0,0.06314040426493162,105,-104,1,0.0,122,-121,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_146.csv,86,0.004563138387409686,0.0,0.06115165247785323,42,-41,1,0.0,96,-95,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_223.csv,87,0.00457007052753966,0.0,0.059225540987691706,106,-105,1,0.0,143,-142,2,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_32.csv,88,0.004573913879177768,0.0,0.05736009679468747,98,-97,1,0.0,247,-246,1,0.0
