data,num_file,L0,L2,Epsilon,RL_iters,RL_rewards,RL_nnz,RL_OG,MF_iters,MF_rewards,MF_nnz,MF_OG
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_66.csv,0,0.0656296290117081,0.0,0.9774081302912798,31,-30,5,-0.015909745187045313,31,-30,5,-0.015909745187045313
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_498.csv,1,0.06683484013155665,0.0,0.964976417332823,31,-30,5,-0.0029040170304994828,31,-30,5,-0.0029040170304994828
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_385.csv,2,0.06395358552606147,0.0,0.9527028240812648,29,-28,5,-0.008174118320206562,29,-28,5,-0.008174118320206562
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_464.csv,3,0.06252218954738062,0.0,0.9405853394025165,30,-29,5,-0.0027622479029659063,30,-29,5,-0.0027622479029659063
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_445.csv,4,0.06599219637190701,0.0,0.9286219777422252,31,-30,5,-0.017504375181663305,31,-30,5,-0.017504375181663305
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_180.csv,5,0.062388505763142296,0.0,0.9168107788004223,36,-35,5,-0.018362320118072588,28,-27,5,-0.016589366112683166
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_492.csv,6,0.0663748366088092,0.0,0.9051498072103156,756,-755,5,-0.007584394804234989,708,-707,5,-0.008835283623404465
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_277.csv,7,0.0676530389329833,0.0,0.893637152221158,39,-38,5,-0.017859995341420052,30,-29,5,-0.013401971397695568
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_112.csv,8,0.06793765974400771,0.0,0.8822709273851568,32,-31,5,-0.005706016626229073,28,-27,5,-0.005706016626229073
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_35.csv,9,0.06448681349331821,0.0,0.8710492702483629,33,-32,5,-0.019928430608463485,30,-29,5,-0.01945826868424226
