data,num_file,L0,L2,epsilon,RL_iters,RL_rewards,RL_NNZ,RL_OG,MF_iters,MF_rewards,MF_NNZ,MF_OG
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_51.csv,0,0.0650328388777332,0.0,0.9588176803406833,233,-232,5,-0.010500732909421742,232,-231,5,-0.010500732909421742
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_1.csv,1,0.064308646968743,0.0,0.9286175193271592,145,-144,5,-0.0003043287060052369,239,-238,5,-0.0024159685140593083
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_33.csv,2,0.06398799547260688,0.0,0.8993685816211985,128,-127,5,-0.0017961936684270687,120,-119,5,-0.007106594458317637
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_86.csv,3,0.06573625604212377,0.0,0.8710409062639667,173,-172,5,-0.007481018435136378,715,-714,5,-0.012333273798255509
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_16.csv,4,0.06739247179655662,0.0,0.8436054759857192,1000,-999,5,0.004405103954971732,1000,-999,5,0.026566728284722507
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_27.csv,5,0.06414844817744941,0.0,0.817034187482147,93,-92,5,-0.01080504023680536,262,-261,5,-0.00807070224741829
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_39.csv,6,0.06194222837476012,0.0,0.7912998226269359,75,-74,5,-0.006628059671649192,82,-81,5,-0.0026189924934303054
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_44.csv,7,0.06591243831783035,0.0,0.766376020591063,335,-334,5,-0.0013406064410839806,299,-298,5,-0.0013406064410839806
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_64.csv,8,0.06672565910775881,0.0,0.7422372508402482,693,-692,5,-0.010218684271326078,426,-425,5,-0.0024431801248917698
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_88.csv,9,0.06622957427005975,0.0,0.7188587869829213,633,-632,5,-0.003503366892570841,321,-320,5,-0.00344734689492072
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_18.csv,10,0.06755331939747983,0.0,0.6962166814419001,1000,-999,5,0.00979676856147631,541,-540,5,-0.005189147229362965
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_96.csv,11,0.06905189786716819,0.0,0.6742877409238496,815,-814,5,-0.0049181341765407866,1000,-999,5,0.0013215370064912663
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_95.csv,12,0.06866476877173354,0.0,0.6530495026613788,1000,-999,5,0.018538728673137078,1000,-999,5,0.04405458064251512
