data,num_file,L0,L2,Epsilon,RL_iters,RL_rewards,RL_nnz,RL_OG,MF_iters,MF_nnz,MF_OG
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_3.csv,0,0.06779783735103481,0.0,0.99,29,-7,5,-0.017053973553323217,29,5,-0.017053973553323217
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_16.csv,1,0.06739247179655662,0.0,0.9587907934909277,569,-60,5,-0.016377368526627245,884,5,-0.016377368526627245
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_19.csv,2,0.0639553792181076,0.0,0.9285654400838007,31,-5,5,-0.017402374827270133,31,5,-0.017402374827270133
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_15.csv,3,0.06499413090849626,0.0,0.8992929243496969,30,-5,5,-0.005291711128550645,30,5,-0.005291711128550645
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_52.csv,4,0.06549701003082732,0.0,0.8709432086040634,26,1,5,-0.004866053488623285,27,5,-0.004866053488623285
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_20.csv,5,0.06579226346272106,0.0,0.8434872020838632,31,-11,5,-0.008483749845121869,31,5,-0.008483749845121869
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_1.csv,6,0.064308646968743,0.0,0.8168967310963934,29,-9,5,-0.01774928526105997,31,5,-0.01774928526105997
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_91.csv,7,0.07068191549919182,0.0,0.7911445101091474,696,-66,5,-0.0022342043964488543,559,5,-0.0012490421783258395
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_94.csv,8,0.06272571908078892,0.0,0.7662041137510512,40,-17,5,-0.019459329701112454,30,5,-0.004655095722291386
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_58.csv,9,0.07202097904170722,0.0,0.7420499496963469,201,-56,5,-0.0027439463194596204,178,5,-0.002103435770735363
