data,num_file,L0,L2,Epsilon,RL_iters,RL_rewards,RL_nnz,RL_OG,MF_iters,MF_nnz,MF_OG
x_gen_syn_n3_p100_corr0.5_snr5.0_seed2022_3.csv,0,0.015896934812936952,0.0,0.9510861131396825,456,-50,10,-0.03687061469678497,497,10,0.0
x_gen_syn_n3_p100_corr0.5_snr5.0_seed2022_16.csv,1,0.01667815995480312,0.0,0.9137018127344939,462,-59,10,-0.009547878868314864,444,10,-0.009547878868314864
x_gen_syn_n3_p100_corr0.5_snr5.0_seed2022_19.csv,2,0.016276645937897943,0.0,0.8777869753962949,1000,-65,10,0.02488832944497734,856,10,-0.025589939618169227
x_gen_syn_n3_p100_corr0.5_snr5.0_seed2022_15.csv,3,0.016997497965207272,0.0,0.8432838410043435,1000,-60,10,0.01715522859060876,568,10,-0.010734542230009712
x_gen_syn_n3_p100_corr0.5_snr5.0_seed2022_8.csv,4,0.01583509946076934,0.0,0.8101369198124475,519,-55,10,-0.013787599411084463,291,10,-0.017106341793650337
x_gen_syn_n3_p100_corr0.5_snr5.0_seed2022_20.csv,5,0.016190338246017757,0.0,0.7782929032074498,907,-58,10,-0.0064592056968445785,538,10,-0.006417953662156032
x_gen_syn_n3_p100_corr0.5_snr5.0_seed2022_1.csv,6,0.017132143497534377,0.0,0.7477005779755278,1000,-57,10,0.02788557296718612,1000,11,0.06558618443416357
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_23.csv,7,0.06332897906974584,0.0,0.718310743938423,81,-54,5,-0.02079283613877285,31,5,-0.02079283613877285
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_4.csv,8,0.06704893717441397,0.0,0.6900761348271398,49,-31,5,-0.008258303874236324,31,5,-0.008258303874236324
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_12.csv,9,0.01,0.0,0.6629513422658584,55,-32,1,0.0,72,1,0.0
x_gen_syn_n3_p100_corr0.5_snr5.0_seed2022_23.csv,10,0.017024038428566046,0.0,0.6368927427438086,1000,-57,10,0.09936484732961501,580,10,8.777874184255361e-07
