data,num_file,L0,L2,Epsilon,RL_iters,RL_rewards,RL_nnz,RL_OG,MF_iters,MF_rewards,MF_nnz,MF_OG,R_iters,R_rewards,R_nnz,R_OG
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_66.csv,0,0.0656296290117081,0.0,0.99,31,-30,5,-0.015909745187045313,31,-30,5,-0.015909745187045313,584,-583,6,0.0
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_57.csv,1,0.0644413674360896,0.0,0.9774081302912798,28,-27,5,-0.020223515358817216,28,-27,5,-0.020223515358817216,1000,-999,5,0.26725615225484867
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_323.csv,2,0.07118975916731698,0.0,0.964976417332823,701,-700,4,0.0,691,-690,4,0.0,1000,-999,4,0.3192791521036035
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_53.csv,3,0.06438581966143178,0.0,0.9527028240812648,31,-30,5,-0.012741319779389096,31,-30,5,-0.012741319779389096,1000,-999,5,0.9431882258278281
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_335.csv,4,0.06533731830652079,0.0,0.9405853394025165,30,-29,5,-0.0073614154019872105,30,-29,5,-0.0073614154019872105,1000,-999,5,0.4338954422921016
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_373.csv,5,0.06992484468267322,0.0,0.9286219777422252,109,-108,3,0.0,1000,-999,5,0.003932249673104499,337,-336,5,0.0
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_49.csv,6,0.06494031551778445,0.0,0.9168107788004223,27,-26,5,-0.007539239764941507,28,-27,5,-0.007539239764941507,878,-877,5,0.0
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_86.csv,7,0.06573625604212377,0.0,0.9051498072103156,31,-30,5,-0.017094758057413284,31,-30,5,-0.017094758057413284,578,-577,5,0.0
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_228.csv,8,0.06819099329605374,0.0,0.893637152221158,31,-30,5,-0.0049176383232926,31,-30,5,-0.0049176383232926,408,-407,4,0.0
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_33.csv,9,0.06398799547260688,0.0,0.8822709273851568,25,-24,5,-0.00239087999549798,25,-24,5,-0.00239087999549798,1000,-999,4,0.6477012621920606
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_481.csv,10,0.0663993416307748,0.0,0.8710492702483629,31,-30,5,-0.007719289890863978,31,-30,5,-0.007719289890863978,500,-499,5,0.0
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_240.csv,11,0.06558691663544222,0.0,0.8599703420454906,31,-30,5,-0.021350032518396758,31,-30,5,-0.021350032518396758,717,-716,5,0.0
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_304.csv,12,0.06236513557600024,0.0,0.8490323273986208,31,-30,5,-0.01204129818607246,31,-30,5,-0.01204129818607246,1000,-999,5,0.0653596107224616
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_19.csv,13,0.0639553792181076,0.0,0.8382334340197369,31,-30,5,-0.017402374827270133,31,-30,5,-0.017402374827270133,1000,-999,6,0.3293482353757917
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_364.csv,14,0.0670845487319813,0.0,0.8275718924170403,31,-30,5,-0.004886709244141105,31,-30,5,-0.004886709244141105,1000,-999,4,1.0071375635780737
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_345.csv,15,0.06151599085011168,0.0,0.8170459556050057,31,-30,5,-0.02370155632025698,31,-30,5,-0.02370155632025698,1000,-999,5,0.42365199289831146
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_292.csv,16,0.06294501884285746,0.0,0.8066538988181217,30,-29,5,-0.018856176956494195,29,-28,5,-0.018856176956494195,1000,-999,5,0.20641045206179626
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_396.csv,17,0.06549936894581178,0.0,0.7963940192282739,31,-30,5,-0.01858976669325412,30,-29,5,-0.004336844859113314,842,-841,5,0.0
