data,num_file,L0,L2,Epsilon,RL_iters,RL_rewards,RL_nnz,RL_OG,MF_iters,MF_rewards,MF_nnz,MF_OG,R_iters,R_rewards,R_nnz,R_OG
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_345.csv,0,0.06151599085011168,0.0,0.9774081302912798,33,-32,5,-0.02370155632025698,31,-30,5,-0.02370155632025698,1000,-999,4,0.13802806400456472
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_170.csv,1,0.06417685846518599,0.0,0.964976417332823,31,-30,5,-0.010933013450448144,29,-28,5,-0.010933013450448144,1000,-999,5,0.835571809669813
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_400.csv,2,0.0689860049202504,0.0,0.9527028240812648,29,-28,5,-0.0037207482251020896,29,-28,5,-0.0037207482251020896,831,-830,5,0.0
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_237.csv,3,0.06373511015539768,0.0,0.9405853394025165,30,-29,5,-0.005476441274464545,27,-26,5,-0.005476441274464545,680,-679,5,0.0
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_388.csv,4,0.0698534853016346,0.0,0.9286219777422252,729,-728,5,-0.009437072788912313,564,-563,5,-0.009437072788912313,687,-686,5,0.0
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_112.csv,5,0.06793765974400771,0.0,0.9168107788004223,33,-32,5,-0.005706016626229073,28,-27,5,-0.005706016626229073,672,-671,6,0.0
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_205.csv,6,0.06197833558858749,0.0,0.9051498072103156,31,-30,5,-0.029348933487976583,31,-30,5,-0.029348933487976583,1000,-999,6,0.3249428097580262
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_0.csv,7,0.06874434057114996,0.0,0.893637152221158,390,-389,4,0.0,1000,-999,5,0.0034636542415836594,1000,-999,5,0.08414304891919233
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_332.csv,8,0.06477761786483788,0.0,0.8822709273851568,31,-30,5,-0.014341431093987852,31,-30,5,-0.014341431093987852,1000,-999,4,0.6791862832938479
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_417.csv,9,0.0644359248607769,0.0,0.8710492702483629,30,-29,5,-0.013255063488154323,30,-29,5,-0.013255063488154323,1000,-999,6,0.15743363940472369
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_273.csv,10,0.06543138024209862,0.0,0.8599703420454906,31,-30,5,-0.016280789273310805,31,-30,5,-0.016280789273310805,1000,-999,6,0.4442711610665469
