data,num_file,L0,L2,RL-MX_iters,RL-MX_rewards,RL-MX_nnz,RL-MX_OG,RL-SB_iters,RL-SB_rewards,RL-SB_nnz,RL-SB_OG,MF_iters,MF_nnz,MF_OG
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_14.csv,0,0.01,0.0,25,-24,1,2.1058867867622494e-05,55,-54,1,0.0,60,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_42.csv,1,0.01,0.0,22,-21,1,0.0,55,-54,1,-0.752033452676314,253,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_239.csv,2,0.01,0.0,9,-8,1,0.0,61,-60,1,0.0,41,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_133.csv,3,0.01,0.0,12,-11,1,0.0,15,-14,1,0.0,61,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_79.csv,4,0.01,0.0,283,-282,1,0.0,112,-111,1,-0.08912484417989087,46,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_204.csv,5,0.01,0.0,8,-7,1,0.0,63,-62,1,-0.7580026797239303,95,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_70.csv,6,0.01,0.0,12,-11,1,0.0,11,-10,1,0.0,7,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_71.csv,7,0.01,0.0,10,-9,1,0.0,16,-15,1,0.0,84,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_139.csv,8,0.01,0.0,195,-194,1,0.0,62,-61,1,0.0,101,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_8.csv,9,0.01,0.0,2,-1,1,2.1192404550631516e-05,41,-40,1,2.1192404550631516e-05,92,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_85.csv,10,0.01,0.0,14,-13,1,0.0,18,-17,1,0.0,22,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_62.csv,11,0.01,0.0,2,-1,1,-0.7814075689811996,2,-1,1,-0.7814075689811996,188,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_68.csv,12,0.01,0.0,14,-13,1,0.0,28,-27,1,0.0,82,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_161.csv,13,0.01,0.0,14,-13,1,0.0,43,-42,1,0.0,109,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_53.csv,14,0.01,0.0,27,-26,1,0.0,56,-55,1,0.0,68,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_180.csv,15,0.01,0.0,7,-6,1,0.0,29,-28,1,0.0,237,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_81.csv,16,0.01,0.0,34,-33,1,0.0,66,-65,1,0.0,43,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_2.csv,17,0.01,0.0,17,-16,1,0.0,49,-48,1,0.0,43,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_171.csv,18,0.01,0.0,13,-12,1,3.010938124551325e-07,43,-42,1,0.0,28,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_249.csv,19,0.01,0.0,5,-4,1,-0.792013999888646,53,-52,1,0.0,156,1,0.0
