data,num_file,L0,L2,Epsilon,RL_iters,RL_rewards,RL_nnz,RL_OG,MF_iters,MF_nnz,MF_OG
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_100.csv,0,0.06625381341441233,0.0,0.99,30,-9,5,-0.01765421021776885,30,5,-0.01765421021776885
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_148.csv,1,0.0647672280215413,0.0,0.9742782473974836,30,-10,5,-0.007664818156369603,31,5,-0.007664818156369603
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_65.csv,2,0.06844414507219496,0.0,0.9588061650019316,33,-16,5,-0.00226313536797297,31,5,-0.00226313536797297
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_169.csv,3,0.06775684214631808,0.0,0.9435797879110953,31,-4,5,-0.0060592732938534915,31,5,-0.0060592732938534915
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_144.csv,4,0.06884857108689443,0.0,0.9285952141875872,31,-11,5,-0.010061569022697217,31,5,-0.010061569022697217
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_7.csv,5,0.06954595031474659,0.0,0.9138486038589632,229,-60,5,-0.0006650363793681503,537,5,-0.004252019159921891
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_8.csv,6,0.07054733704896074,0.0,0.8993361779336847,90,-48,5,-1.788060785489658e-05,429,5,1.0858883061319631e-05
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_79.csv,7,0.06697349984199392,0.0,0.885054217432709,42,-21,5,-0.007825867510258685,30,5,-0.0010722205148477823
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_135.csv,8,0.06919625757598505,0.0,0.8709990624364556,43,-13,5,-0.006288587696001897,31,5,-0.006288587696001897
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_242.csv,9,0.061813108749760294,0.0,0.8571671111469102,48,-25,5,-0.02350335605801827,31,5,-0.02350335605801827
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_152.csv,10,0.06831259079823203,0.0,0.8435548189646221,416,-68,5,-0.002722245915474306,321,5,-0.00046313101542359944
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_164.csv,11,0.06534515734120841,0.0,0.8301586975803573,278,-39,5,-0.0068053416939863,481,5,-0.0022031276407367844
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_185.csv,12,0.06513894870331778,0.0,0.8169753140811798,35,-11,5,-0.017943856829564002,31,5,-0.017943856829564002
