data,num_file,L0,L2,Epsilon,RL_iters,RL_rewards,RL_nnz,RL_OG,MF_iters,MF_nnz,MF_OG
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_3.csv,0,0.01,0.0,0.9587907934909277,55,-26,1,0.0,54,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_16.csv,1,0.01,0.0,0.9285654400838007,38,-22,1,0.0,72,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_19.csv,2,0.01,0.0,0.8992929243496969,37,-21,1,0.0,82,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_15.csv,3,0.01,0.0,0.8709432086040634,30,-17,1,0.0,69,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_52.csv,4,0.01,0.0,0.8434872020838632,25,-1,1,0.0,38,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_20.csv,5,0.01,0.0,0.8168967310963934,11,6,1,0.0,57,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_1.csv,6,0.01,0.0,0.7911445101091474,10,7,2,0.0,60,2,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_91.csv,7,0.01,0.0,0.7662041137510512,19,1,1,0.0,111,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_94.csv,8,0.01,0.0,0.7420499496963469,31,-3,1,0.0,59,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_58.csv,9,0.01,0.0,0.7186572324032964,16,5,1,0.0,70,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_23.csv,10,0.01,0.0,0.6960019576807581,22,4,1,0.0,51,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_66.csv,11,0.01,0.0,0.6740608780565385,8,-4,1,0.0,198,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_56.csv,12,0.01,0.0,0.6528114789222423,6,8,1,0.0,94,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_46.csv,13,0.01,0.0,0.632231955430144,6,1,3,0.0,96,3,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_81.csv,14,0.01,0.0,0.612301190118372,19,4,1,0.0,43,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_10.csv,15,0.01,0.0,0.5929987312414478,5,9,1,0.0,8,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_51.csv,16,0.01,0.0,0.5743047717839403,3,4,1,0.0,69,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_88.csv,17,0.01,0.0,0.5562001291357075,9,9,1,0.0,12,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_8.csv,18,0.01,0.0,0.5386662254078599,4,5,1,0.0,92,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_69.csv,19,0.01,0.0,0.5216850683692574,14,5,1,0.0,37,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_26.csv,20,0.01,0.0,0.5052392329839689,11,5,1,0.0,152,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_14.csv,21,0.01,0.0,0.4893118435307548,15,5,1,0.0,60,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_30.csv,22,0.01,0.0,0.4738865562862233,7,11,1,0.0,14,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_18.csv,23,0.01,0.0,0.4589475427538901,7,10,1,0.0,14,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_62.csv,24,0.01,0.0,0.4444794734219331,3,1,1,0.0,188,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_36.csv,25,0.01,0.0,0.4304675020329747,9,7,1,0.0,203,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_29.csv,26,0.01,0.0,0.4168972503497508,4,2,1,0.0,243,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_35.csv,27,0.01,0.0,0.4037547934010338,9,2,1,0.0,69,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_84.csv,28,0.01,0.0,0.39102664519266944,9,3,2,0.0,107,2,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_42.csv,29,0.01,0.0,0.37869974486906577,7,9,1,0.0,253,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_93.csv,30,0.01,0.0,0.3667614433109327,9,8,2,-0.08965366088787732,17,3,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_82.csv,31,0.01,0.0,0.35519949015552227,13,1,1,0.0,21,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_48.csv,32,0.01,0.0,0.34400202122604656,5,6,1,3.0530307673229905e-05,135,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_99.csv,33,0.01,0.0,0.33315754635737777,2,3,1,-0.7740903482949911,109,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_87.csv,34,0.01,0.0,0.32265493760553615,4,5,1,0.0,92,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_34.csv,35,0.01,0.0,0.31248341782886646,4,6,1,0.0,51,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_4.csv,36,0.01,0.0,0.30263254962918784,9,11,1,8.431811574328463e-05,66,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_89.csv,37,0.01,0.0,0.29309222464156715,7,8,1,2.825977062513125e-05,188,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_49.csv,38,0.01,0.0,0.2838526531617267,10,12,1,0.0,36,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_21.csv,39,0.01,0.0,0.2749043541004414,9,9,2,0.0,119,2,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_85.csv,40,0.01,0.0,0.2662381452546193,6,10,1,-0.7457309349535091,22,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_72.csv,41,0.01,0.0,0.25784513388508,9,11,1,0.0,50,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_12.csv,42,0.01,0.0,0.24971670759136394,8,13,1,0.0,72,1,0.0
