data,num_file,L0,L2,Epsilon,RL_iters,RL_rewards,RL_nnz,RL_OG,MF_iters,MF_rewards,MF_nnz,MF_OG,R_iters,R_rewards,R_nnz,R_OG
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_312.csv,0,0.06475202688024771,0.0,0.99,28,-27,5,-0.00035838425186626835,29,-28,5,-0.00035838425186626835,1000,-999,5,0.5242983323581951
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_105.csv,1,0.06187615253522,0.0,0.9774081302912798,28,-27,5,-0.007403586225548151,28,-27,5,-0.007403586225548151,883,-882,5,0.0
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_9.csv,2,0.06461961519857225,0.0,0.964976417332823,47,-46,5,-0.014683633974211133,30,-29,5,-0.014683633974211133,1000,-999,4,0.125968830300255
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_139.csv,3,0.0634179258111178,0.0,0.9527028240812648,30,-29,5,-0.01794670475538222,30,-29,5,-0.01794670475538222,540,-539,5,0.0
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_282.csv,4,0.06597547526714549,0.0,0.9405853394025165,31,-30,5,-0.008128612903060396,31,-30,5,-0.008128612903060396,711,-710,5,0.0
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_335.csv,5,0.06533731830652079,0.0,0.9286219777422252,33,-32,5,-0.0073614154019872105,30,-29,5,-0.0073614154019872105,916,-915,5,0.0
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_98.csv,6,0.06507761876592574,0.0,0.9168107788004223,32,-31,5,-0.020336032076423986,31,-30,5,-0.020336032076423986,558,-557,5,0.0
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_381.csv,7,0.06509198867493234,0.0,0.9051498072103156,36,-35,5,-0.019829671392991795,31,-30,5,-0.019829671392991795,1000,-999,5,0.5276544634851554
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_85.csv,8,0.06366494979492296,0.0,0.893637152221158,33,-32,5,-0.0107421399322274,31,-30,5,-0.0107421399322274,1000,-999,5,0.21233273421848647
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_441.csv,9,0.06613514252523968,0.0,0.8822709273851568,33,-32,5,-0.016630621590186086,31,-30,5,-0.016630621590186086,533,-532,5,0.0
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_216.csv,10,0.06370788399240918,0.0,0.8710492702483629,37,-36,5,-0.0023958287136965216,31,-30,5,-0.0023958287136965216,1000,-999,4,0.3975327297072097
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_162.csv,11,0.06489483624584287,0.0,0.8599703420454906,31,-30,5,-0.00866838467134509,31,-30,5,-0.00866838467134509,381,-380,5,0.0
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_354.csv,12,0.06903970739113509,0.0,0.8490323273986208,32,-31,5,-0.007131078150500804,31,-30,5,-0.004271540026620762,602,-601,4,0.0
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_396.csv,13,0.06549936894581178,0.0,0.8382334340197369,32,-31,5,-0.004336844859113314,30,-29,5,-0.004336844859113314,757,-756,4,0.0
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_320.csv,14,0.06666493819353361,0.0,0.8275718924170403,33,-32,5,-0.007758889946951249,31,-30,5,-0.007758889946951249,953,-952,5,0.0
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_461.csv,15,0.06794497882616082,0.0,0.8170459556050057,34,-33,5,-0.002840347345041648,31,-30,5,-0.002840347345041648,1000,-999,4,0.4581028918589461
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_437.csv,16,0.06968357878509271,0.0,0.8066538988181217,36,-35,5,-0.0015355920961348088,31,-30,5,-0.0015355920961348088,579,-578,5,0.0
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_478.csv,17,0.06860942674342432,0.0,0.7963940192282739,465,-464,3,0.0,787,-786,3,0.0,824,-823,6,0.0
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_368.csv,18,0.06759668222246412,0.0,0.7862646356657214,33,-32,5,-0.007112959208895735,31,-30,5,-0.007112959208895735,706,-705,5,0.0
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_201.csv,19,0.07001544181417008,0.0,0.7762640883436226,46,-45,5,-0.0017359682890265896,321,-320,5,-0.006368793092912256,752,-751,6,0.0
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_386.csv,20,0.06459509429835987,0.0,0.7663907385860653,33,-32,5,-0.014913399080464034,27,-26,5,-0.0122165440522425,1000,-999,4,0.3480010535247403
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_261.csv,21,0.06597996778196744,0.0,0.7566429685595547,36,-35,5,-0.016006981146281275,31,-30,5,-0.016006981146281275,1000,-999,4,0.44189429223437243
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_256.csv,22,0.06693659998768932,0.0,0.7470191810079172,276,-275,5,-0.0011306564959000218,197,-196,5,-0.0011306564959000218,1000,-999,6,0.5765584843685205
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_427.csv,23,0.06814467910665108,0.0,0.7375177989905772,32,-31,5,-0.016486160038394072,29,-28,5,-0.00895967029871091,1000,-999,5,0.7263107257943493
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_79.csv,24,0.06697349984199392,0.0,0.7281372656241614,32,-31,5,-0.0010722205148477823,30,-29,5,-0.0010722205148477823,1000,-999,6,0.7634398016903239
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_484.csv,25,0.0731484981659768,0.0,0.71887604382739,478,-477,2,0.0,250,-249,2,0.0,411,-410,6,0.0
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_130.csv,26,0.06613647389074401,0.0,0.7097326160692131,41,-40,5,-0.001300655067824706,31,-30,5,-0.001300655067824706,1000,-999,5,0.43359222850989776
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_63.csv,27,0.06649530657108492,0.0,0.7007054841201497,33,-32,5,-0.0034850847208039914,658,-657,5,-0.0034850847208039914,760,-759,7,0.0
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_295.csv,28,0.06763869939809562,0.0,0.6917931688067901,31,-30,5,-0.004347658865217428,31,-30,5,-0.004347658865217428,981,-980,5,0.0
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_45.csv,29,0.06520191385555425,0.0,0.682994209769418,33,-32,5,-0.016996400208055276,31,-30,5,-0.016996400208055276,413,-412,5,0.0
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_71.csv,30,0.06492687497207938,0.0,0.6743071652227244,32,-31,5,-0.001665159374351224,31,-30,5,-0.001665159374351224,202,-201,4,-0.05306412556295661
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_286.csv,31,0.06450213298957738,0.0,0.6657306117195513,38,-37,5,-0.01941054582262727,31,-30,5,-0.01941054582262727,204,-203,5,0.0
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_443.csv,32,0.06140311241026546,0.0,0.6572631439176526,44,-43,5,-0.03011230787926771,30,-29,5,-0.011133095100237097,845,-844,5,0.0
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_292.csv,33,0.06294501884285746,0.0,0.6489033743494148,38,-37,5,-0.019550939263002706,29,-28,5,-0.018856176956494195,658,-657,5,0.0
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_436.csv,34,0.07029459957326274,0.0,0.6406499331945089,124,-123,5,-0.0019071102901638368,578,-577,5,-0.0019432495069234782,672,-671,4,0.0
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_167.csv,35,0.06316308048668279,0.0,0.6325014680554323,34,-33,5,-0.028768787889575407,31,-30,5,-0.028768787889575407,835,-834,6,0.0
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_166.csv,36,0.06409662412440997,0.0,0.6244566437359081,34,-33,5,-0.03286281457208866,31,-30,5,-0.03286281457208866,1000,-999,5,0.5964906924675328
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_72.csv,37,0.0606949667291637,0.0,0.6165141420221025,31,-30,5,-0.0139602466308745,31,-30,5,-0.03204664863028025,1000,-999,5,0.0020281610149327145
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_482.csv,38,0.070071680504835,0.0,0.6086726614666215,426,-425,5,-0.006416682295474667,498,-497,5,-0.0005511753167159478,613,-612,6,0.0
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_364.csv,39,0.0670845487319813,0.0,0.6009309171752603,39,-38,5,-0.0014306492346146862,31,-30,5,-0.004886709244141105,1000,-999,6,0.5530945807887903
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_87.csv,40,0.07018946632102678,0.0,0.5932876405964593,75,-74,5,-0.0015920837333766413,92,-91,5,-0.002002599652665338,976,-975,5,0.0
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_233.csv,41,0.06900190385513714,0.0,0.5857415793134447,60,-59,4,-0.00428712654801907,900,-899,4,-0.0006460249492840568,452,-451,5,0.0
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_218.csv,42,0.06802436547411037,0.0,0.5782914968390049,50,-49,5,-0.01766673847731205,31,-30,5,-0.013979837866910247,1000,-999,6,0.44149970548266615
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_175.csv,43,0.06619188511532643,0.0,0.5709361724128857,40,-39,5,-0.010224363420458026,31,-30,5,-0.007770396626060106,979,-978,6,0.0
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_473.csv,44,0.06511708320911332,0.0,0.5636744008017557,35,-34,5,-0.03439905398640556,24,-23,5,-0.030557147807874087,714,-713,5,0.0
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_178.csv,45,0.06546499357669569,0.0,0.5565049921017191,34,-33,5,-0.010239344175009858,31,-30,5,-0.01614721096161074,1000,-999,6,0.44483111451193746
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_250.csv,46,0.06477942351547863,0.0,0.5494267715433381,44,-43,5,-0.014245251881681754,31,-30,5,-0.011839776014853467,430,-429,6,0.0
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_435.csv,47,0.06761491685124418,0.0,0.5424385792991389,37,-36,5,-0.016001656746363148,31,-30,5,-0.007217794138446442,460,-459,5,0.0
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_191.csv,48,0.06402576731010082,0.0,0.5355392702935645,35,-34,5,-0.01789115667225234,30,-29,5,-0.013096723724330883,798,-797,5,0.0
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_439.csv,49,0.06357340418728115,0.0,0.5287277140153429,41,-40,5,-0.03471538417865485,30,-29,5,-0.010963582890290577,491,-490,6,0.0
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_416.csv,50,0.06586196677619073,0.0,0.5220027943322413,41,-40,5,-0.0020297686463432545,30,-29,5,-0.0020297686463432545,754,-753,5,0.0
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_266.csv,51,0.06709162927912671,0.0,0.5153634093081814,37,-36,5,-0.01113848192385881,29,-28,5,-0.01113848192385881,588,-587,5,0.0
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_247.csv,52,0.06354688396304331,0.0,0.5088084710226752,40,-39,5,-0.025983489987046495,30,-29,5,-0.02318121559631236,657,-656,5,-0.07874912016709462
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_264.csv,53,0.0670499736076647,0.0,0.5023369053925635,54,-53,5,-0.004787201858693263,31,-30,5,-0.004787201858693263,639,-638,4,0.0
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_197.csv,54,0.06548323191443672,0.0,0.49594765199601337,29,-28,5,-0.00970716247101012,26,-25,5,-0.00970716247101012,1000,-999,5,1.0942671189857844
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_311.csv,55,0.06689462703988376,0.0,0.48963966389876107,46,-45,5,-0.004969657785173033,122,-121,5,-0.00801587213850994,1000,-999,6,0.411593859742724
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_123.csv,56,0.06408898602011819,0.0,0.4834119074825641,46,-45,5,-0.018499093756651496,28,-27,5,-0.002791056512729306,857,-856,6,0.0
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_195.csv,57,0.06977578814285494,0.0,0.47726336227583205,60,-59,5,-0.0022676777851027446,149,-148,5,-0.0023616476894670136,521,-520,6,0.0
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_385.csv,58,0.06395358552606147,0.0,0.47119302078641456,47,-46,5,-0.008174118320206562,29,-28,5,-0.008174118320206562,784,-783,6,0.0
