4.045856818070264760e-02,5.383262934849333825e-02,4.540452983813426935e-02,3.826483892210336829e-02,3.290546273679709199e-02,6.429464926912456524e-02,-9.027004211922392760e-03,-5.734149298477232530e-03,9.989104180130473423e-03,4.033480010633500729e-02
4.327155702549297100e-02,-5.469884168085998449e-02,-4.653848604046646048e-02,4.325175440069533445e-03,5.982250742207758515e-02,-3.234292079911698075e-03,2.009955871645715403e-02,1.990282977879821377e-02,2.053210210574368810e-02,5.558126503147749198e-03
-5.657606294652734596e-02,2.011650599628431874e-02,-8.819860804988463587e-03,-1.267032139294922005e-02,-1.406426658092125789e-02,-2.963805790797054140e-02,-3.853317422572231227e-02,3.829159901211940525e-03,6.459931118214951203e-03,6.864737680310655996e-03
-3.441139497111341417e-03,2.472188269133764743e-02,-5.039029275638188393e-02,9.115715650822822647e-03,-6.881404699173937966e-04,5.644871203420788464e-02,-2.854708232448504093e-02,1.834959328667038966e-02,-2.089789302247008901e-02,-3.526037276496644945e-02
2.959440161402143027e-02,6.605449220727865021e-03,-8.864819169341332751e-04,-2.802121611183445993e-02,3.967783497678225896e-04,6.146393429913449453e-03,4.206409167655132675e-02,-1.572103890041649452e-02,1.203608985872689496e-02,-2.674563237768652624e-02
3.727046918183972435e-02,3.317998760216594491e-03,1.513586965709880043e-02,7.034900516689299166e-02,-2.984698538830448614e-03,4.006468636546591487e-03,5.091690396339586949e-02,4.342948208429543711e-02,-3.075328547751059530e-02,7.804293221598727556e-03
4.242747675982930927e-02,-2.443139383725092401e-02,-3.822762756805163364e-02,-2.964395119144086835e-02,2.410324488578721724e-02,2.043592656258417031e-02,1.438788232227777505e-02,-4.984201196766586961e-02,-6.050478291452091387e-04,-1.200412896890945720e-02
-1.193012770837247223e-02,2.965489912805127637e-02,5.849255028144096681e-03,-1.771195253321195678e-02,2.071630426607340078e-02,4.238707456687399247e-03,2.250797141581550864e-03,5.743311612218551104e-03,2.005792798740305832e-02,-9.530867044730110833e-04
8.703497468612189994e-03,4.628289020825722064e-03,-1.555798743591649573e-03,-2.580661115389361326e-02,-3.373160084316002838e-02,2.950852395781624823e-02,3.412232032941367454e-02,-1.378038109457642088e-02,-8.704221452082484128e-03,-4.034507441725439930e-02
1.536547665278926132e-02,-6.592057621491989941e-03,-5.755079149812206835e-02,3.397189575825507180e-02,-3.524130634017000330e-02,1.986746107650572482e-02,1.034778959083220221e-02,-1.825728732126638207e-02,-2.809945800550789699e-02,-7.374127648912215394e-02
6.900899848288268891e-03,4.225015502728567823e-02,5.597734329750267065e-03,2.636324397895930746e-02,-1.599707786226916423e-02,2.909129774724925760e-02,6.201678201377391723e-03,4.221982046943122992e-03,-2.099678956181996042e-02,-1.126867612430979167e-02
4.219665054688240269e-02,-2.526202444076694822e-02,-2.607891529712549200e-02,7.536940927395202605e-02,-1.073510545267099443e-02,-7.301901617953797906e-03,2.849192976988220924e-02,2.401272998726178276e-02,-1.308058970530549640e-02,2.644609935058689007e-02
-2.707007949603275343e-02,-7.163569342571127554e-03,8.038931310711554604e-03,1.317886900445291824e-02,6.815437471776542022e-02,-1.584933324226740770e-02,-3.135456573660708179e-02,4.497409512170103159e-03,7.724803602464640380e-03,4.949277644981922575e-02
-2.245933030818734674e-02,-4.475307068391194167e-03,-1.937864766244986811e-02,-2.143799629367521345e-02,-2.452212277757768316e-02,-2.964860603202929684e-02,2.288862226961389801e-03,-1.786174504381333322e-02,-8.049021019221846984e-02,-1.605984677737897631e-02
4.369222771521300702e-03,-8.402035861899370683e-02,3.061084469196985458e-03,-2.077895920887968487e-03,-6.687333063401573741e-02,1.582857432643489191e-03,4.870089363303205937e-02,-1.010567539836706649e-02,-2.481231781419842783e-02,-7.761614734380654825e-04
-3.512619562799956102e-02,2.410495984087419538e-02,4.648652453109219061e-03,-9.304125950507072251e-03,2.591453742681927228e-02,2.248299164152521915e-02,-2.698502298137102004e-02,-9.140391395339826294e-03,7.177261312198346919e-03,3.689176117489194329e-03
-3.034513445730476627e-02,-1.652311490891062926e-02,1.581235167078935385e-03,-1.697504462595050834e-02,3.486856753736706713e-03,-1.611466580215780223e-02,2.254845596375153194e-02,-1.954901711208982193e-02,2.222261978139309854e-02,2.723070202161034445e-02
1.785781844802630802e-02,-2.469989724803421660e-02,2.677193902229547603e-02,4.061807810407630503e-03,3.067800535619967517e-02,-7.632024771145918228e-03,-9.078158537733199349e-03,-2.075293907062781412e-02,-1.777395249420575182e-02,-8.278228713467110367e-03
-9.851088900691624180e-04,1.993401421490203010e-02,3.533068426155415312e-04,2.098286762421651408e-02,5.132124693727149051e-02,-7.522930059324225809e-03,4.254345169313400628e-03,6.206065350962170109e-03,4.593184820753003217e-02,6.642205800897926782e-02
3.149326712576491077e-02,-1.365032923703513555e-02,-8.408466981952064656e-03,4.923191487252163295e-02,4.884593021009351471e-02,-3.303684288989860995e-02,5.715403589253066630e-02,-7.078209006243403600e-03,-9.866640386195823023e-03,4.419909773724060853e-02
1.604027153325258623e-02,-1.953323127588112509e-02,2.676573351952716423e-02,1.941724194900576461e-02,-2.357126843850285147e-02,2.733859447145065361e-02,2.654355297783374951e-02,-3.016243787209833827e-02,-2.401104283064459805e-02,1.076561007013479739e-02
3.710865650240404313e-03,5.931985342477495704e-02,-2.509696953979851861e-02,1.051731435189523847e-02,-9.957537170562951595e-03,4.200108603782579803e-02,-3.203506721005785086e-03,3.337828769183187778e-03,-2.332091106223631652e-02,-4.596632953588061787e-02
